Commodity Code,Item Description,Qty,PE Amount,BM Amount,LB hrs,LB Amount,CE Amount,Major SC Amount,Fuel usage (L),Attribute 1,Attribute 2,Attribute 3,Attribute 4,project_number,total_new,Total,Single Unit Price,epic_embodied_carbon,aus_lci_embodied_carbon,carbon_allowance,construction_carbon,Default PE Unit Price,Default BM Unit Price,Default LB Unit Hrs,Default SC Unit Rate,Project Name,Greenfield/ Brownfield,Client,Market Sector/Industry,Lat,Long,Delivery Method,Item Type,Flag ,coordinates,state,city,suburb
ARBE,Reinstatement of concrete driveway,5.37989735354046,0.0,4.465120789390309,1.8036412206103765,9.720585827477107,11.587584380407796,0.0,1.3222118422643407,10.0,5.0,1.0,0.0,94,42812.0,34.92774208178649,7571037.565159058,0.0,0.0,3221.124664,0.006241183,0.0,0.0,1.2599210498948732,0.0,Sizer St Everton Park Water Reticulation,Brownfield,Urban Utilities,Water,-27.403872,152.992359,Framework,Item,1.0,"-27.403872, 152.992359",Queensland,Brisbane City,Everton Park
ARBE,Reinstatement of concrete driveway,4.146620706787472,0.0,3.63555446668534,1.6605515380991513,8.97055917950895,9.60607920209972,0.0,1.0296983966276554,10.0,5.0,1.0,0.0,95,18787.0,26.538569681645072,25842476.96563904,0.0,0.0,938.4955014,0.002947772,0.0,0.0,1.2599210498948732,0.0,Stafford Rd Kedron Water Reticulation,Brownfield,Urban Utilities,Water,-27.411604,153.025351,Framework,Item,1.0,"-27.411604, 153.025351",Queensland,Ipswich City,Gordon Park
ARBE,Reinstatement of concrete driveway,4.697475856772117,0.0,3.985049803545683,1.7218032199691793,9.297893268984044,10.425556389611046,0.0,1.1484350802451675,10.0,3.0,1.0,0.0,96,26866.0,29.900783341333792,14483701.473327447,0.0,0.0,1627.836502,0.004089621,0.0,0.0,1.2599210498948732,0.0,Webster Rd Stafford Heights Water Reticulation,Brownfield,Urban Utilities,Water,-27.398219,153.019303,Framework,Item,1.0,"-27.398219, 153.019303",Queensland,Brisbane City,Kedron
ARBE,Reinstatement of concrete driveway,4.1059436980654525,0.0,3.6110010567258355,1.613215600983197,8.716207971151853,9.014368844923798,0.0,0.9460006764130942,12.0,5.0,1.0,0.0,97,14994.0,24.618198796843032,14850476.744209118,0.0,0.0,901.1020037,0.002285799,0.0,0.0,1.2599210498948732,0.0,Weyers Rd Nudgee Water Reticulation,Brownfield,Urban Utilities,Water,-27.361858,153.087058,Framework,Item,1.0,"-27.361858, 153.087058",Queensland,Brisbane City,Nudgee
ARBE,Reinstatement of concrete driveway,4.307841736484505,0.0,3.7345788409627856,1.6007244024062175,8.648747631156539,8.863525109436393,0.0,0.9249412598686473,12.0,5.0,1.0,0.0,98,14656.0,24.433667578836506,7573249.481314149,0.0,0.0,1102.70173,0.002136516,0.0,0.0,1.2599210498948732,0.0,Zenith Ave Chermside Water Reticulation,Brownfield,Urban Utilities ,Water,-27.384501,153.02433,Framework,Item,0.0,"-27.384501, 153.02433",Queensland,Brisbane City,Chermside
ARBE,Reinstatement of concrete driveway,4.060443010546419,0.0,3.5836120861376113,1.739737203030415,9.392078425231722,10.673790467730239,0.0,1.1850495327262887,16.0,3.0,2.0,0.0,100,27236.0,30.033296364731356,101892691.51460902,0.0,0.0,860.8633486,0.004493381,0.0,0.0,1.2599210498948732,0.0,Charlotte St Brisbane Water Reticulation,Brownfield,Urban Utilities,Water,-27.470742,153.027201,Framework,Item,0.0,"-27.470742, 153.027201",Queensland,Brisbane City,Brisbane City
ARBE,Reinstatement of concrete driveway,3.871201010907891,0.0,3.4724045718274335,1.8525517433534266,9.961473401734782,12.30689097868513,0.0,1.4327676236025206,16.0,3.0,2.0,0.0,101,46143.0,35.80085513390726,873608578.8877088,0.0,0.0,712.5087111,0.00794129,0.0,0.0,1.2599210498948732,0.0,Mary St Brisbane Water Reticulation,Brownfield,Urban Utilities,Water,-27.471726,153.02769,Framework,Item,0.0,"-27.471726, 153.02769",Queensland,Ipswich City,Brisbane City
ARBE,Reinstatement of concrete driveway,3.7247291070076334,0.0,3.3886052486891627,1.613215600983197,8.718500048121273,9.019483962935515,0.0,0.9467320061003524,12.0,4.0,2.0,0.0,103,14320.0,24.24176926892047,40568684.65315641,0.0,0.0,615.3669074,0.002291105,0.0,0.0,1.2599210498948732,0.0,890 Sandgate Rd Clayfield Water Reticulation,Brownfield,Urban Utilities,Water,-27.412729,153.0585,Framework,Item,1.0,"-27.412729, 153.0585",Queensland,Brisbane City,Clayfield
ARCH,Reinstatement of Roadwork,4.895598484107897,0.0,3.3551708017637303,0.0,0.0,0.0,37432.0,0.0,10.0,7.0,1.0,0.0,11,37432.0,33.45140351142402,21944964.10879099,0.0,0.0,7447.611678,0.0,0.0,0.0,1.259508428168567,0.0,"South Pine Rd, Everton Park Water Reticulation",Brownfield,Urban Utilities,Water,-27.40222,152.98697,Framework,Item,0.0,"-27.40222, 152.98697",Queensland,Brisbane City,Everton Park
ARCH,Reinstatement of Roadwork,5.167639042905921,0.0,0.0,0.0,0.0,0.0,30323.0,0.0,10.0,5.0,1.0,0.0,12,30323.0,31.183442343146552,5158045.104602207,0.0,0.0,6033.178268,0.0,0.0,0.0,1.2585910559625955,0.0,"Byram Street, New Farm Water Reticulation",Brownfield,Urban Utilities,Water,-27.46321,153.04661,Framework,Item,0.0,"-27.46321, 153.04661",Queensland,Brisbane City,New Farm
ARCH,Reinstatement of Roadwork,2.174751721484161,0.0,0.0,0.0,0.0,0.0,3726.0,0.0,12.0,7.0,1.0,0.0,14,3726.0,15.502947757090869,75906774.11935937,0.0,0.0,741.338991,0.0,0.0,0.0,1.2553243325756642,0.0,Ellerdale St Aspley Water Reticulation,Brownfield,Urban Utilities,Water,-27.36091,153.02014,Framework,Item,1.0,"-27.36091, 153.02014",Queensland,Brisbane City,Aspley
ARCH,Reinstatement of Roadwork,5.924442945676605,0.0,0.0,0.0,0.0,0.0,82516.0,0.0,14.0,3.0,2.0,0.0,15,82516.0,43.53575252452315,10733858.420085693,0.0,0.0,16417.69409,0.0,0.0,0.0,1.253010521234276,0.0,"Fernberg Road, Paddington Water Reticulation",Brownfield,Urban Utilities,Water,-27.46273,152.99553,Framework,Item,0.0,"-27.46273, 152.99553",Queensland,Brisbane City,Paddington
ARCH,Reinstatement of Roadwork,4.151039905898646,0.0,0.0,0.0,0.0,0.0,11377.0,0.0,16.0,5.0,1.0,0.0,16,11377.0,22.491025227213825,5751248.038577936,0.0,0.0,2263.610763,0.0,0.0,0.0,1.2502636903829516,0.0,"Kennedy Street, Brighton Water Reticulation",Brownfield,Urban Utilities,Water,-27.30536,153.06176,Framework,Item,0.0,"-27.30536, 153.06176",Queensland,Brisbane City,Brighton
ARCH,Reinstatement of Roadwork,5.420534999272286,0.0,0.0,0.0,0.0,0.0,58557.0,0.0,10.0,5.0,2.0,0.0,17,58557.0,38.8322843918789,17394467.528516196,0.0,0.0,11650.72123,0.0,0.0,0.0,1.2470974070113146,0.0,"Kennigo Street, Spring Hill Water Reticulation",Brownfield,Urban Utilities,Water,-27.45534,153.02876,Framework,Item,0.0,"-27.45534, 153.02876",Queensland,Brisbane City,Spring Hill
ARCH,Reinstatement of Roadwork,5.04148775757902,0.0,0.0,0.0,0.0,0.0,37468.0,0.0,10.0,5.0,1.0,0.0,18,37468.0,33.46212397049939,14207268.67712725,0.0,0.0,7454.774374,0.0,0.0,0.0,1.243524015017961,0.0,"Payne Street, Auchenflower Water Reticulation",Brownfield,Urban Utilities,Water,-27.46971,152.99343,Framework,Item,1.0,"-27.46971, 152.99343",Queensland,Ipswich City,Auchenflower
ARCH,Reinstatement of Road,1.4350845252893227,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,5.0,2.0,0.0,19,3.0,1.4422495703074083,0.3644314864431486,0.0,0.0,0.573566126,0.0,0.0,0.0,1.2395548540644636,0.0,"Samford Road, Enoggera",Brownfield,Urban Utilities,Water,-27.420576,152.985662,Framework,Item,0.0,"-27.420576, 152.985662",Queensland,Ipswich City,Enoggera
ARCH,Reinstatement of Road,5.871272361779576,0.0,0.0,0.0,0.0,0.0,77.0,0.0,10.0,5.0,1.0,0.0,20,77.0,4.254320865115005,0.010230305606225053,0.0,0.0,14.72153057,0.0,0.0,0.0,1.2352004656488982,0.0,"Ellena Street, Paddington",Brownfield,Urban Utilities,Water,-27.459128,152.997412,Framework,Item,0.0,"-27.459128, 152.997412",Queensland,Ipswich City,Paddington
ARCH,Reinstatement of Road,3.039749158970765,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,4.0,2.0,0.0,21,17.0,2.571281590658235,0.5381556515948435,0.0,0.0,3.250208047,0.0,0.0,0.0,1.2304707924741218,0.0,"Turbot Street, Brisbane CBD",Brownfield,Urban Utilities,Water,-27.469196,153.020705,Framework,Item,0.0,"-27.469196, 153.020705",Queensland,Ipswich City,Brisbane City
ARCH,Reinstatement of Road,3.3638415951183864,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,5.0,1.0,0.0,22,16.0,2.519842099789746,0.1696939737449782,0.0,0.0,3.059019338,0.0,0.0,0.0,1.2253753768166797,0.0,"Beams Road, Carseldine",Brownfield,Urban Utilities,Water,-27.346182,153.013684,Framework,Item,0.0,"-27.346182, 153.013684",Queensland,Brisbane City,Carseldine
ARCH,Reinstatement of Road,4.141546163706395,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,4.0,1.0,0.0,23,20.0,2.7144176165949068,0.032146822427933035,0.0,0.0,3.71911895,0.0,0.0,0.0,1.2199235634662993,0.0,"Brunswick Street, Spring Hill",Brownfield,Urban Utilities,Water,-27.454213,153.029583,Framework,Item,1.0,"-27.454213, 153.029583",Queensland,Brisbane City,Fortitude Valley
ARCH,Reinstatement of Road,4.37449836825309,0.0,0.0,0.0,0.0,0.0,33.0,0.0,10.0,3.0,1.0,0.0,24,33.0,3.2075343299958265,0.07179270399890697,0.0,0.0,6.136546267,0.0,0.0,0.0,1.214124712872615,0.0,"Boomerang Street, Milton",Brownfield,Urban Utilities,Water,-27.467454,153.010276,Framework,Item,1.0,"-27.467454, 153.010276",Queensland,Brisbane City,Milton
ARCH,Reinstatement of Road,5.0826458300725275,0.0,0.0,0.0,0.0,0.0,66.0,0.0,13.0,3.0,1.0,0.0,25,66.0,4.04124002062219,0.06863358635532596,0.0,0.0,12.27309253,0.0,0.0,0.0,1.2079884303824977,0.0,"Makerston Street, Brisbane City",Brownfield,Urban Utilities,Water,-27.466563,153.018872,Framework,Item,1.0,"-27.466563, 153.018872",Queensland,Ipswich City,Brisbane City
ARCH,Reinstatement of Road,4.477336814478207,0.0,0.0,0.0,0.0,0.0,68.0,0.0,16.0,3.0,1.0,0.0,26,68.0,4.081655101917348,0.4614012025922239,0.0,0.0,12.64500443,0.0,0.0,0.0,1.201524817859125,0.0,"George Street, Brisbane City",Brownfield,Urban Utilities,Water,-27.466735,153.019517,Framework,Item,1.0,"-27.466735, 153.019517",Queensland,Ipswich City,Brisbane City
ARCH,Reinstatement of Road,2.6946271807700692,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,5.0,1.0,0.0,27,6.0,1.8171205928321394,0.06662981442115966,0.0,0.0,1.08519843,0.0,0.0,0.0,1.1947447545223042,0.0,"Homebush Road, Kedron",Brownfield,Urban Utilities,Water,-27.41039,153.030902,Framework,Item,1.0,"-27.41039, 153.030902",Queensland,Brisbane City,Kedron
ARCH,Reinstatement of Roadwork,3.563882963939251,0.0,4.245666437721013,0.0,0.0,0.0,0.0,-0.0006752213050073724,12.0,5.0,1.0,0.0,85,5857.0,18.025683500390635,4567741.898729919,0.0,0.0,2380.583868,0.0,0.0,0.0,1.172633304607259,0.0,Callan St Keperra Water Reticulation,Brownfield,Urban Utilities,Water,-27.409232,152.961377,Framework,Item,0.0,"-27.409232, 152.961377",Queensland,Brisbane City,Keperra
ARCH,Reinstatement of road,5.232177564043492,0.0,0.0,0.0,0.0,0.0,29772.0,0.0,10.0,4.0,1.0,0.0,89,29772.0,30.99340824117828,4022596.741221287,0.0,0.0,6050.430504,0.0,0.0,0.0,1.1482166557923839,0.0,Kingsmill St Chermside Water Reticulation,Brownfield,Urban Utilities,Water,-27.388343,153.037038,Framework,Item,1.0,"-27.388343, 153.037038",Queensland,Brisbane City,Chermside
ARCH,Reinstatement of road,3.7954891891721947,0.0,0.0,0.0,0.0,0.0,9244.0,0.0,13.0,5.0,1.0,0.0,90,9244.0,20.987142545226376,8963957.269355526,0.0,0.0,1878.616807,0.0,0.0,0.0,1.139671307999188,0.0,Queens Rd 1 Banyo Water Reticulation,Brownfield,Urban Utilities,Water,-27.363775,153.092359,Framework,Item,1.0,"-27.363775, 153.092359",Queensland,Brisbane City,Nudgee
ARCH,Reinstatement of Road,2.2300144001592104,0.0,0.0,0.0,0.0,0.0,3900.0,0.0,10.0,4.0,1.0,0.0,93,3900.0,15.740609166314435,73747104.82521231,0.0,0.0,792.5795703,0.0,0.0,0.0,1.1132910045772912,0.0,Racecourse Rd Ascot Water Reticulation,Brownfield,Urban Utilities,Water,-27.434732,153.065026,Framework,Item,0.0,"-27.434732, 153.065026",Queensland,Brisbane City,Ascot
ARCH,Reinstatement of road,4.223909766576744,0.0,0.0,0.0,0.0,0.0,20139.0,0.0,10.0,5.0,1.0,0.0,94,20139.0,27.206915052680003,25636078.622970525,0.0,0.0,4092.758966,0.0,0.0,0.0,1.1044056653480523,0.0,Sizer St Everton Park Water Reticulation,Brownfield,Urban Utilities,Water,-27.403872,152.992359,Framework,Item,1.0,"-27.403872, 152.992359",Queensland,Brisbane City,Everton Park
ARCH,Reinstatement of road,4.14946386144318,0.0,0.0,0.0,0.0,0.0,12177.0,0.0,10.0,5.0,1.0,0.0,95,12177.0,23.00629947170718,7085216.816784285,0.0,0.0,2474.677289,0.0,0.0,0.0,1.0955733280672977,0.0,Stafford Rd Kedron Water Reticulation,Brownfield,Urban Utilities,Water,-27.411604,153.025351,Framework,Item,1.0,"-27.411604, 153.025351",Queensland,Ipswich City,Gordon Park
ARCH,Reinstatement of road,4.623010104116422,0.0,0.0,0.0,0.0,0.0,25385.0,0.0,10.0,3.0,1.0,0.0,96,25385.0,29.389512973420743,15505585.464232452,0.0,0.0,5158.8801,0.0,0.0,0.0,1.0868681787095262,0.0,Webster Rd Stafford Heights Water Reticulation,Brownfield,Urban Utilities,Water,-27.398219,153.019303,Framework,Item,1.0,"-27.398219, 153.019303",Queensland,Brisbane City,Kedron
ARCH,Reinstatement of road,2.990719731730447,0.0,0.0,0.0,0.0,0.0,3018.0,0.0,12.0,5.0,1.0,0.0,97,3018.0,14.45128319603153,3488176.7052512406,0.0,0.0,613.3346521,0.0,0.0,0.0,1.0783756571923266,0.0,Weyers Rd Nudgee Water Reticulation,Brownfield,Urban Utilities,Water,-27.361858,153.087058,Framework,Item,1.0,"-27.361858, 153.087058",Queensland,Brisbane City,Nudgee
ARCH,Reinstatement of Road,5.3230099791384085,0.0,0.0,0.0,0.0,0.0,48409.0,0.0,16.0,3.0,2.0,0.0,100,48409.0,36.44534260075279,13167907.007830774,0.0,0.0,9837.944722,0.0,0.0,0.0,1.0624300754731393,0.0,Charlotte St Brisbane Water Reticulation,Brownfield,Urban Utilities,Water,-27.470742,153.027201,Framework,Item,0.0,"-27.470742, 153.027201",Queensland,Brisbane City,Brisbane City
ARCH,Reinstatement of road,5.400873954873129,0.0,0.0,0.0,0.0,0.0,59107.0,0.0,16.0,3.0,2.0,0.0,101,59107.0,38.95348387945676,18976122.85579614,0.0,0.0,12012.05145,0.0,0.0,0.0,1.0552076401257302,0.0,Mary St Brisbane Water Reticulation,Brownfield,Urban Utilities,Water,-27.471726,153.02769,Framework,Item,0.0,"-27.471726, 153.02769",Queensland,Ipswich City,Brisbane City
ARCH,Reinstatement of road,4.484131857611035,0.0,4.990838132490451,0.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,103,15454.0,24.908465264720775,5306663.601409536,0.0,0.0,6281.294707,0.0,0.0,0.0,1.0429176044277226,0.0,890 Sandgate Rd Clayfield Water Reticulation,Brownfield,Urban Utilities,Water,-27.412729,153.0585,Framework,Item,1.0,"-27.412729, 153.0585",Queensland,Brisbane City,Clayfield
AREA,Reinstatement of footpath,5.515362359400377,0.0,3.6671380703752963,1.7871792149288686,9.63782786411884,11.350301515083752,0.0,1.2862357817024297,10.0,7.0,1.0,0.0,11,34548.0,32.51068682082395,2644606.040317014,0.0,0.0,967.7597564,0.00574547,0.0,0.0,1.0308533208864445,0.0,"South Pine Rd, Everton Park Water Reticulation",Brownfield,Urban Utilities,Water,-27.40222,152.98697,Framework,Item,0.0,"-27.40222, 152.98697",Queensland,Brisbane City,Everton Park
AREA,Reinstatement of footpath,0.2700271372130602,0.0,2.9145851361761013,1.0,4.406719247264253,3.062814313608786,0.0,0.48245809366953585,12.0,7.0,1.0,0.0,14,783.0,9.213025029190486,212719043.86203977,0.0,0.0,243.9295768,0.000303209,0.0,0.0,1.0308533208864445,0.0,Ellerdale St Aspley Water Reticulation,Brownfield,Urban Utilities,Water,-27.36091,153.02014,Framework,Item,1.0,"-27.36091, 153.02014",Queensland,Brisbane City,Aspley
AREA,Reinstatement of footpath,3.9589065913269965,0.0,4.73549733717241,1.502397860063575,8.08271113423758,7.693802333553609,0.0,0.7658544854215934,14.0,3.0,2.0,0.0,15,18057.0,26.216146836418112,40656115.98487737,0.0,0.0,4487.428772,0.001212837,0.0,0.0,1.0308533208864445,0.0,"Fernberg Road, Paddington Water Reticulation",Brownfield,Urban Utilities,Water,-27.46273,152.99553,Framework,Item,0.0,"-27.46273, 152.99553",Queensland,Brisbane City,Paddington
